CPU_Utilization,Disk_IO_Rate,Downtime (Hours),Log_ID,Memory_Utilization,Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Server_Cluster_x,Server_ID,Timestamp,Uptime (Hours),Network_Throughput_MBps,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone,Anomaly_Flag
31.25,46.85,3.33,Station2_LOG01285,52.8,10.03,17.06,CL-2,SRV091,2025-08-02 18:14:00,820.58,13.544999999999998,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
84.23,6.24,1.82,Station2_LOG01286,41.02,23.05,14.62,CL-10,SRV014,2025-08-01 13:13:00,856.01,18.835,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
43.08,33.23,7.75,Station2_LOG01287,76.03,8.26,13.87,CL-6,SRV017,2025-08-01 15:05:00,541.91,11.065,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,Normal
72.21,42.25,2.67,Station2_LOG01288,62.4,24.6,3.66,CL-7,SRV027,2025-08-02 06:32:00,788.9,14.13,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
22.22,58.55,2.55,Station2_LOG01289,0.0,3.83,18.92,CL-6,SRV017,2025-08-02 15:32:00,804.73,11.375,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,Normal
81.53,45.98,5.23,Station2_LOG01290,82.88,3.72,0.0,CL-4,SRV032,2025-08-01 07:33:00,693.54,1.86,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
77.97,52.73,2.09,Station2_LOG01291,26.07,8.03,20.48,CL-2,SRV013,2025-08-02 12:02:00,453.2,14.254999999999999,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
87.31,15.9,0.73,Station2_LOG01292,30.79,29.88,8.68,CL-1,SRV050,2025-08-01 22:52:00,484.06,19.28,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896,High Load
12.25,68.9,5.85,Station2_LOG01293,57.64,18.38,14.6,CL-7,SRV046,2025-08-02 22:36:00,393.57,16.49,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
85.95,74.09,3.52,Station2_LOG01294,0.0,5.31,9.11,CL-2,SRV019,2025-08-01 03:04:00,200.94,7.209999999999999,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,High Load
84.17,77.8,4.52,Station2_LOG01295,39.61,3.63,18.63,CL-3,SRV005,2025-08-01 14:39:00,898.27,11.129999999999999,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
59.29,46.73,0.53,Station2_LOG01296,85.63,11.34,6.75,CL-8,SRV043,2025-08-01 03:13:00,155.28,9.045,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
10.26,60.31,7.91,Station2_LOG01297,41.25,17.27,19.26,CL-8,SRV094,2025-08-02 19:43:00,615.35,18.265,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
15.06,0.0,9.48,Station2_LOG01298,45.3,7.81,2.67,CL-8,SRV001,2025-08-01 14:20:00,291.14,5.24,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
60.29,35.99,9.68,Station2_LOG01299,54.66,21.05,5.71,CL-7,SRV046,2025-08-01 06:37:00,738.87,13.38,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405,Normal
56.66,53.92,9.34,Station2_LOG01300,75.48,20.79,1.06,CL-4,SRV006,2025-08-01 13:32:00,831.39,10.924999999999999,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,Normal
14.29,69.38,4.06,Station2_LOG01301,57.24,4.31,8.72,CL-2,SRV045,2025-08-01 12:53:00,318.83,6.515000000000001,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
88.4,66.84,9.18,Station2_LOG01302,63.34,10.12,22.08,CL-8,SRV001,2025-08-02 18:31:00,505.84,16.099999999999998,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,High Load
69.2,47.19,7.49,Station2_LOG01303,74.57,11.79,7.73,CL-1,SRV008,2025-08-02 08:44:00,215.3,9.76,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,Normal
52.79,23.23,1.37,Station2_LOG01304,36.57,28.95,22.16,CL-10,SRV041,2025-08-01 07:47:00,482.2,25.555,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538,Normal
46.46,11.66,8.61,Station2_LOG01305,75.78,25.42,4.11,CL-2,SRV029,2025-08-01 20:03:00,340.42,14.765,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,Normal
54.4,58.93,2.09,Station2_LOG01306,71.59,24.96,2.32,CL-1,SRV008,2025-08-01 11:01:00,191.5,13.64,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,Normal
94.27,11.82,7.97,Station2_LOG01307,81.06,19.81,19.31,CL-2,SRV013,2025-08-01 21:31:00,556.16,19.56,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,High Load
42.35,53.74,0.85,Station2_LOG01308,0.0,29.3,7.5,CL-5,SRV067,2025-08-01 14:16:00,891.09,18.4,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
67.11,7.4,9.31,Station2_LOG01309,79.11,15.19,3.06,CL-10,SRV063,2025-08-02 02:53:00,933.23,9.125,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,Normal
30.69,27.23,6.79,Station2_LOG01310,75.44,13.98,18.64,CL-3,SRV005,2025-08-01 16:38:00,542.66,16.310000000000002,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
32.35,9.66,1.99,Station2_LOG01311,87.73,14.62,21.95,CL-1,SRV023,2025-08-01 02:22:00,766.64,18.285,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
93.1,36.76,6.58,Station2_LOG01312,34.13,22.66,15.15,CL-2,SRV028,2025-08-01 07:40:00,235.0,18.905,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591,High Load
48.66,34.35,0.14,Station2_LOG01313,63.26,29.52,14.82,CL-9,SRV054,2025-08-02 07:42:00,527.55,22.17,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,Normal
60.74,57.99,8.87,Station2_LOG01314,68.75,5.14,5.46,CL-6,SRV035,2025-08-01 17:41:00,287.92,5.3,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
21.48,0.0,4.43,Station2_LOG01315,70.52,29.36,12.94,CL-6,SRV034,2025-08-02 22:06:00,779.77,21.15,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
16.11,68.26,4.33,Station2_LOG01316,41.06,12.35,16.0,CL-3,SRV074,2025-08-02 01:20:00,178.98,14.175,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
86.4,61.75,2.95,Station2_LOG01317,26.15,28.81,15.85,CL-2,SRV026,2025-08-01 06:31:00,173.64,22.33,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,High Load
68.29,46.86,2.68,Station2_LOG01318,47.73,23.66,8.69,CL-3,SRV005,2025-08-02 22:42:00,590.07,16.175,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073,Normal
29.13,27.92,6.0,Station2_LOG01319,45.97,19.83,15.4,CL-7,SRV027,2025-08-02 16:45:00,776.04,17.615,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
71.1,66.57,1.0,Station2_LOG01320,38.27,29.76,22.7,CL-7,SRV027,2025-08-01 23:47:00,177.08,26.23,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
68.62,71.69,8.04,Station2_LOG01321,64.39,14.81,16.53,CL-4,SRV081,2025-08-02 00:57:00,264.96,15.670000000000002,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,Normal
70.28,9.66,5.75,Station2_LOG01322,23.42,1.71,22.42,CL-2,SRV071,2025-08-01 20:36:00,474.56,12.065000000000001,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
89.65,9.77,3.59,Station2_LOG01323,54.68,9.25,10.1,CL-7,SRV031,2025-08-01 07:24:00,223.94,9.675,host-031,10.0.74.72,Linux,London,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,High Load
53.99,37.44,5.86,Station2_LOG01324,84.17,23.77,1.3,CL-6,SRV035,2025-08-01 14:35:00,935.61,12.535,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
85.25,22.41,3.63,Station2_LOG01325,27.16,24.29,12.84,CL-1,SRV008,2025-08-02 09:14:00,148.69,18.564999999999998,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,High Load
19.01,56.21,9.18,Station2_LOG01326,58.35,23.2,24.46,CL-9,SRV036,2025-08-02 03:52:00,645.41,23.83,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
94.01,35.3,8.95,Station2_LOG01327,0.0,24.19,18.47,CL-10,SRV063,2025-08-02 05:32:00,286.14,21.33,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,High Load
26.76,69.65,5.05,Station2_LOG01328,80.76,9.94,13.51,CL-4,SRV081,2025-08-02 22:39:00,648.6,11.725,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,Normal
10.82,6.26,4.51,Station2_LOG01329,70.11,3.31,15.39,CL-9,SRV036,2025-08-01 06:39:00,316.53,9.35,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
28.2,6.8,6.14,Station2_LOG01330,56.21,8.96,8.05,CL-7,SRV027,2025-08-02 02:14:00,411.02,8.505,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
36.89,22.74,3.73,Station2_LOG01331,63.89,4.18,23.46,CL-2,SRV029,2025-08-02 16:04:00,758.21,13.82,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,Normal
61.67,14.19,7.63,Station2_LOG01332,29.16,12.94,12.34,CL-4,SRV006,2025-08-01 06:53:00,702.67,12.64,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,Normal
13.61,60.74,1.89,Station2_LOG01333,46.47,22.93,14.93,CL-8,SRV001,2025-08-02 08:19:00,814.19,18.93,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
16.63,0.0,5.75,Station2_LOG01334,36.63,17.68,9.89,CL-1,SRV077,2025-08-02 20:54:00,191.18,13.785,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
37.85,22.31,8.88,Station2_LOG01335,46.75,24.84,11.6,CL-10,SRV014,2025-08-01 05:44:00,226.36,18.22,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
88.03,55.62,0.65,Station2_LOG01336,65.49,22.84,22.41,CL-2,SRV013,2025-08-02 21:00:00,941.44,22.625,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,High Load
28.0,22.88,9.68,Station2_LOG01337,51.54,17.89,0.78,CL-4,SRV081,2025-08-01 17:59:00,961.54,9.335,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,Normal
93.47,37.11,9.19,Station2_LOG01338,66.75,20.38,0.0,CL-3,SRV012,2025-08-02 11:53:00,799.22,10.19,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,High Load
94.68,5.92,3.14,Station2_LOG01339,45.19,14.01,7.51,CL-2,SRV013,2025-08-01 04:19:00,903.32,10.76,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,High Load
46.81,17.29,5.87,Station2_LOG01340,41.79,12.78,16.33,CL-8,SRV001,2025-08-01 17:17:00,139.96,14.555,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
55.08,40.39,1.98,Station2_LOG01341,28.09,20.2,10.4,CL-1,SRV070,2025-08-01 09:46:00,862.02,15.3,host-070,10.0.46.35,Linux,Singapore,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538,Normal
73.02,66.48,9.64,Station2_LOG01342,0.0,4.83,11.96,CL-9,SRV054,2025-08-02 21:41:00,437.79,8.395,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,Normal
87.84,49.49,4.55,Station2_LOG01343,87.13,11.38,7.13,CL-8,SRV094,2025-08-01 03:52:00,559.63,9.255,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,High Load
14.02,34.14,2.94,Station2_LOG01344,33.41,23.62,7.23,CL-4,SRV096,2025-08-02 13:57:00,652.9,15.425,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
38.09,79.19,9.85,Station2_LOG01345,75.96,20.57,19.55,CL-8,SRV001,2025-08-01 23:56:00,266.97,20.060000000000002,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
12.49,65.52,5.39,Station2_LOG01346,68.36,17.56,8.26,CL-2,SRV026,2025-08-02 15:59:00,252.87,12.91,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
87.22,74.67,4.0,Station2_LOG01347,78.29,14.89,1.87,CL-1,SRV008,2025-08-02 12:28:00,879.0,8.38,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,High Load
69.1,42.37,6.97,Station2_LOG01348,78.66,23.22,3.86,CL-4,SRV010,2025-08-01 08:20:00,978.4,13.54,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,Normal
90.45,60.71,8.3,Station2_LOG01349,87.37,15.29,8.65,CL-10,SRV082,2025-08-01 21:15:00,143.97,11.969999999999999,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,High Load
35.99,73.77,2.39,Station2_LOG01350,26.18,26.1,6.37,CL-9,SRV020,2025-08-01 20:15:00,559.82,16.235,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215,Normal
66.36,29.2,4.24,Station2_LOG01351,33.32,1.81,2.7,CL-8,SRV094,2025-08-02 11:45:00,395.94,2.255,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
83.78,75.0,3.23,Station2_LOG01352,84.34,7.61,22.33,CL-1,SRV008,2025-08-02 10:13:00,623.04,14.969999999999999,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215,Normal
89.51,66.48,9.99,Station2_LOG01353,0.0,1.89,18.98,CL-2,SRV026,2025-08-02 07:24:00,745.53,10.435,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,High Load
47.15,63.69,1.64,Station2_LOG01354,53.59,19.88,15.4,CL-4,SRV096,2025-08-01 23:35:00,567.04,17.64,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
20.71,9.5,4.23,Station2_LOG01355,80.61,0.7,0.0,CL-1,SRV078,2025-08-02 13:59:00,279.16,0.35,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
24.05,57.09,1.87,Station2_LOG01356,60.42,27.03,17.24,CL-7,SRV027,2025-08-02 20:05:00,164.99,22.134999999999998,host-027,10.0.70.125,Linux,Singapore,Bob,CL-7,bob@xyzcorp.com,+1-202-691-4215,Normal
43.32,68.07,9.99,Station2_LOG01357,26.93,20.11,1.05,CL-8,SRV043,2025-08-01 02:29:00,360.67,10.58,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215,Normal
81.72,76.67,2.85,Station2_LOG01358,77.1,12.74,9.49,CL-4,SRV006,2025-08-01 10:17:00,441.89,11.115,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896,Normal
10.7,69.15,7.61,Station2_LOG01359,36.43,17.24,5.69,CL-9,SRV036,2025-08-02 14:52:00,983.84,11.465,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896,Normal
55.84,68.09,2.83,Station2_LOG01360,81.23,9.38,17.0,CL-4,SRV056,2025-08-01 12:11:00,790.84,13.190000000000001,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405,Normal
91.82,58.86,8.32,Station2_LOG01361,0.0,13.8,15.08,CL-2,SRV071,2025-08-01 22:51:00,170.7,14.440000000000001,host-071,10.0.214.19,Linux,Frankfurt,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,High Load
14.1,48.53,6.56,Station2_LOG01362,31.5,1.19,13.99,CL-4,SRV032,2025-08-02 05:51:00,169.48,7.59,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,Normal
85.86,34.8,7.35,Station2_LOG01363,36.91,17.52,13.55,CL-9,SRV054,2025-08-01 08:49:00,719.66,15.535,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167,High Load
85.12,18.04,6.96,Station2_LOG01364,0.0,29.04,9.45,CL-4,SRV010,2025-08-02 16:52:00,866.73,19.244999999999997,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,High Load
63.95,42.65,2.75,Station2_LOG01365,60.66,27.42,13.35,CL-2,SRV091,2025-08-01 03:08:00,198.0,20.385,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538,Normal
41.88,46.02,8.38,Station2_LOG01366,36.94,8.56,5.76,CL-2,SRV029,2025-08-02 20:35:00,633.11,7.16,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405,Normal
40.34,48.54,4.1,Station2_LOG01367,39.18,11.31,10.47,CL-1,SRV023,2025-08-02 10:11:00,861.71,10.89,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073,Normal
81.48,72.84,1.87,Station2_LOG01368,84.65,16.67,18.59,CL-8,SRV001,2025-08-02 03:11:00,673.78,17.630000000000003,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
11.32,30.99,9.88,Station2_LOG01369,69.15,24.12,13.09,CL-2,SRV045,2025-08-02 04:34:00,232.71,18.605,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
14.68,16.53,1.2,Station2_LOG01370,0.0,7.18,4.56,CL-8,SRV094,2025-08-01 19:16:00,603.4,5.869999999999999,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213,Normal
82.23,0.0,6.42,Station2_LOG01371,56.83,24.34,1.99,CL-7,SRV011,2025-08-01 19:13:00,637.69,13.165,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591,Normal
25.67,47.66,2.6,Station2_LOG01372,39.27,14.26,15.17,CL-8,SRV001,2025-08-02 19:54:00,374.89,14.715,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
56.08,33.29,5.21,Station2_LOG01373,49.43,24.74,20.62,CL-10,SRV014,2025-08-01 09:58:00,631.85,22.68,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,Normal
36.02,78.09,8.87,Station2_LOG01374,75.23,13.96,18.2,CL-8,SRV001,2025-08-01 18:27:00,299.8,16.08,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
23.38,41.73,6.53,Station2_LOG01375,23.95,14.84,22.26,CL-3,SRV074,2025-08-01 07:34:00,535.27,18.55,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538,Normal
25.98,77.22,4.42,Station2_LOG01376,48.55,5.47,21.3,CL-2,SRV026,2025-08-02 12:26:00,858.53,13.385,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
15.9,43.45,9.03,Station2_LOG01377,64.13,1.6,21.1,CL-6,SRV017,2025-08-02 05:31:00,164.05,11.350000000000001,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,Normal
30.71,48.39,0.41,Station2_LOG01378,87.18,5.17,15.33,CL-3,SRV073,2025-08-02 01:30:00,700.3,10.25,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405,Normal
52.5,16.22,5.44,Station2_LOG01379,83.92,12.4,24.39,CL-5,SRV067,2025-08-01 03:35:00,892.51,18.395,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
62.34,23.83,0.97,Station2_LOG01380,45.87,27.48,11.46,CL-6,SRV040,2025-08-02 01:37:00,549.89,19.47,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
26.4,19.05,2.17,Station2_LOG01381,46.18,21.46,24.78,CL-6,SRV017,2025-08-02 10:59:00,620.32,23.12,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213,Normal
34.85,42.74,4.1,Station2_LOG01382,59.52,10.34,1.32,CL-2,SRV016,2025-08-01 03:00:00,259.22,5.83,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,Normal
31.38,78.49,0.17,Station2_LOG01383,70.59,12.17,12.2,CL-6,SRV034,2025-08-02 13:48:00,915.84,12.184999999999999,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538,Normal
39.21,65.49,8.0,Station2_LOG01384,42.3,9.17,19.57,CL-4,SRV010,2025-08-02 06:00:00,229.57,14.370000000000001,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167,Normal
62.79,32.93,7.65,Station2_LOG01385,41.96,3.15,4.8,CL-8,SRV001,2025-08-01 20:57:00,206.62,3.9749999999999996,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
50.91,23.96,8.33,Station2_LOG01386,79.17,10.07,11.66,CL-10,SRV063,2025-08-02 17:51:00,895.74,10.865,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896,Normal
63.82,20.59,0.03,Station2_LOG01387,76.68,12.3,21.41,CL-9,SRV048,2025-08-01 05:10:00,325.07,16.855,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591,Normal
88.14,79.53,6.24,Station2_LOG01388,24.96,3.78,14.79,CL-4,SRV096,2025-08-02 01:48:00,180.09,9.285,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073,High Load
54.95,71.23,5.51,Station2_LOG01389,65.14,0.92,20.77,CL-10,SRV082,2025-08-02 22:57:00,510.92,10.845,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213,Normal
25.77,34.0,2.59,Station2_LOG01390,78.33,12.79,20.44,CL-4,SRV081,2025-08-02 05:55:00,508.35,16.615000000000002,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213,Normal
83.19,68.27,2.02,Station2_LOG01391,66.92,10.04,6.28,CL-8,SRV001,2025-08-01 09:02:00,926.18,8.16,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405,Normal
87.1,35.05,5.73,Station2_LOG01392,71.66,26.19,16.04,CL-10,SRV014,2025-08-02 02:49:00,342.36,21.115000000000002,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591,High Load
11.86,12.87,4.08,Station2_LOG01393,58.58,3.89,17.0,CL-3,SRV012,2025-08-02 22:02:00,999.8,10.445,host-012,10.0.183.117,Windows,Singapore,Fiona,CL-3,fiona@xyzcorp.com,+1-202-230-1591,Normal
72.11,26.98,8.37,Station2_LOG01394,31.11,13.66,0.0,CL-6,SRV035,2025-08-02 05:34:00,604.92,6.83,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215,Normal
71.14,7.77,7.3,Station2_LOG01395,67.26,12.95,19.56,CL-5,SRV067,2025-08-01 19:26:00,747.52,16.255,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538,Normal
88.29,17.24,8.43,Station2_LOG01396,69.59,29.64,10.84,CL-2,SRV045,2025-08-01 02:41:00,540.06,20.240000000000002,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167,High Load
12.49,41.59,4.25,Station2_LOG01397,76.63,13.55,18.01,CL-1,SRV078,2025-08-02 01:47:00,778.68,15.780000000000001,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405,Normal
